房间	Phòng
腾岳化伤咒	Đằng Nhạc Hóa Thương Chú
麒麟流光真言	Kỳ Lân Lưu Quang Chân Ngôn
奠基秘法	Bí pháp Đặt nền
金刚	Kim Cương
逯氏奠基经	Kinh Điện Cơ Họ Lục
多宝秘传	Đa Bảo Bí Truyền
麒麟多宝纲要	Kỳ Lân Đa Bảo Cương Yếu
腾岳清心秘传	Đằng Nhạc Thanh Tâm Bí Truyền
彻法万古纪要	Triệt Pháp Vạn Cổ Ký Yếu
大日多宝纲要	Đại Nhật Đa Bảo Cương Yếu
地龙合一要诀	Địa Long Hợp Nhất Yếu Quyết
麒麟多宝	Kỳ lân Đa Bảo
腾岳百炼宝册	Đằng Nhạc Bách Luyện Bảo Sách
长生飞星神雷	Thần Lôi Phi tinh Trường Sinh
五气诀	Quyết Ngũ Khí
流光神雷	Lưu Quang Thần Lôi
崩天	Băng Thiên
归藏秘要	Quy Tàng Bí Yếu
御气神农要诀	Ngự Khí Thần Nông Yêu Quyết
多宝宝典	Đa Bảo Bảo Điển
乙木鬼手	Yêu Quyết Quỷ Thủ
万木鲸吞	Vạn Mộc Kình Thôn
化形百炼纲要	Hóa Hình Bách Luyện Cương Yếu
真丹神农	Chân Đan Thần Nông
紫薇琢玉宝册	Tử Vi Trác Ngọc Bảo Quyển
紫霄万古纪要	Tử Tiêu Vạn Cổ Ký Yếu
五台琢玉通卷	Ngũ Đài Trác Ngọc Thông Quyển
南海蓄神剑诀	Nam Hải Trúc Thần Kiếm Quyết
镇岳蓄神秘要	Trấn Nhạc Trữ Thần bí yếu
阴阳清心	Âm Dương Thanh Tâm
玄关决意	Huyền Quan Quyết Ý
炎神殿百炼纲要	Viêm Thần Điện Bách Luyện Cương Yếu
星辰鬼手秘法	Tinh Thần Quỷ Thủ Bí Pháp
戊己决意	Grim Kỷ quyết ý
行疆决意秘传	Hành Cương Quyết Ý Bí Truyền
蓄神七式	Thất Thức Tích Thần
甘霖	Cam Lâm
黄芽不坏咒	Hoàng Nha Bất Hoại Chú
黄庭金刚	Hoàng Đình Kim Cương
五戒金刚经	Kinh Kim Cương Ngũ Giới
燃魂金刚秘法	Bí Pháp Nhiên Hồn Kim Cương
炽凰奠基宝典	Bảo Điển Điền Cơ Xích Hoàng
奔烈金刚经	Bôn Liệt Kim Cương Kinh
妙手丹方	Diệu Thủ Đan Phương
丙丁气摄经	Kinh Khí Nhiếp Fervent
龙虎辟谷	Long Hổ Tịch Cốc
范家合一记	Ký Hợp Nhất Họ Phạm
凌霄神视神功	Lăng Tiêu Thần Thị Thần Công
赤日神视纪要	Xích Nhật Thần Thị Kỷ Yếu
丙丁神视	Bính Đinh Thần Thị
星辰通慧秘要	Bí Yếu Tinh Thần Thông Huệ
蜀山急诵	Thục Sơn Cấp Tụng
三才七星真言	Chân Ngôn Thất Tinh Tam Tài
天星	Thiên Tinh
冷月镇神神雷	Lãnh Nguyệt Trấn Thần Thần Lôi
迅击决	Tấn Kích Quyết
寇豪真人鬼手宝册	Khấu Hào Chân Nhân Quỷ Thủ Bảo Sách
凝光百炼宝典	Ngưng Quang Bách Luyện Bảo Điển
长生清心纪要	Trường Sinh Thanh Tâm yếu lãm
归源妙手宝册	Quy Nguyên Diệu Thủ Bảo Sách
心斋	Tâm Trai
养吾经	Dưỡng Ngã Kinh
寄情之术	Kỹ thuật gửi tình cảm
坐忘论	Tọa Vong Luận
七情剑	Thất Tình Kiếm
如意幻境	Như Ý Ảo Cảnh
同心诀	Đồng Tâm Quyết
脱胎换骨	Thoát Thai Hoán Cốt
长生诀	Trường Sinh Quyết
心剑	Tâm Kiếm
太上忘情	Thái Thượng Vong Tình
秘宝：清宁飞羽	Bí Bảo: Thanh Ninh Phi Vũ
风神云体	Phong Thần Vân Thể
斩道见我	Trảm Đạo Kiến Ngã
斩念剑	Trảm Niệm Kiếm
极情剑	Cực Tình Kiếm
南海心光咒	Nam Hải Tâm Quang Chú
不坏真言	Bất Phôi Chân Ngôn
飞星诀	Phi tinh quyết
行疆不朽真言	Hành Cương Bất Hủ Chân Ngôn
蓄神密卷	Súc Thần Mật Quyển
迅击剑诀	Tấn Kích Kiếm Quyết
圆转七式	Viên chuyển Thất Thức
大日曳影秘法	Đại Nhật Duệ Ảnh Bí Pháp
知节混元要诀	Tri Tiết Hỗn Nguyên Yếu Quyết
华山迅影秘要	Bí yếu Duệ Ảnh Hoa Sơn
戊己神农丹方	Mậu Kỷ Thần Nông Đơn Phương
琢玉	Trác Ngọc
黄芽摄神	Hoàng Nha Nhiếp Thần
万里神佑书	Vạn Lý Thần Hựu Thư
彻法琢玉	Triệt Pháp Trác Ngọc
太乙鬼手通卷	Thông quyển Quỷ Thủ Thái Ất
坤元气摄经	Khôn Nguyên Khí Nhiếp Kinh
化形飞星咒	Hóa Hình Phi Tinh Chú
六气流光诀	Lục Khí Lưu Quang Quyết
坤元燃灵诀	Quyết Nhiên Linh Khôn Nguyên
归藏秘诀	Quy Tàng Bí quyết
五台崩天经	Ngũ Đài Băng Thiên Kinh
鲸吞要诀	Kình Thôn Yêu Quyết
地龙鬼手通卷	Địa Long Quỷ Thủ Thông Quyển
西海琢玉秘传	Bí Truyền Trác Ngọc Tây Hải
西海鬼手	Tây Hải Quỷ Thủ
单于凡柔真人琢玉宝册	Đơn Vu Phàm Nhân Chân Nhân Trác Ngọc Bảo Sách
蔺晶上仙鬼手秘法	Lận Tinh Thượng Tiên Quỷ Thủ Bí Pháp
造化百炼秘要	Tạo Hóa Bách Luyện Bí Yếu
惊波落花诀	Quyết Kinh Ba Lạc Hoa
逆浪甘霖咒	Chú Cam Lâm Nghịch Lãng
百汇覆天神雷	Bách Hội Phúc Thiên Thần Lôi
真丹覆天神雷	Chân Đơn Phục Thiên Thần Lôi
紫薇金刚经	Tử Vi Kim Cương Kinh
癸水金刚秘册	Quỷ Thuỷ Kim Cương Mật Quyển
彻法金刚	Triệt Pháp Kim Cang
神龟	Huyền Quy
知节佛心书	Tri Tiết Phật Tâm Thư
紫云宫妙手	Diệu Thủ Cung Tử Vân
百草阁归祖	Quy Tổ Các Bách Thảo
万源归真百炼	Vạn Nguyên Quy Chân Bách Luyện
现在贤长青秘法	Bí pháp Hiền Trường Thanh hiện tại
玄武饕餮神功	Huyền Vũ Thao Thiết Thần Công
御气陨星咒	Ngự Khí Vẫn Tinh Chú
四象诀	Tứ Tượng quyết
忘情镇神神雷	Vong Tình Trấn Thần Thần Lôi
嵩山金钟真言	Tung Sơn Kim Chung Chân Ngôn
坤元	Khôn Nguyên
千钧秘法	Thiên Quân Bí Pháp
玄机金刚秘册	Huyền Cơ Kim Cương Bí Sách
神佑册	Sách Thần Hữu
龙虎沃野宝典	Long Hổ Ốc Dã Bảo Điển
赤月摄神要诀	Xích Nguyệt Nhiếp Thần Yêu Quyết
玄关归祖纪要	Huyền Quan Quy Tổ Ký Yếu
鸿蒙摄神书	Hồng Mông Nhiếp Thần thư
驱云诀	Khu Vân Quyết
玄武落花咒	Huyền Vũ Lạc Hoa Chú
黄庭通天	Hoàng Đình Thông Thiên
太上覆灭咒	Chú Thái Thượng Phúc Diệt
迅影十三式	Thập Tam Thức Tốc Ảnh
迅击宝典	Tấn Kích Bảo Điển
破灭秘要	Phá Diệt Bí Yếu
神视秘传	Thần Thị Bí Truyền
琢玉宝册	Bảo Sách Trác Ngọc
逆浪琢玉	Nghịch Lãng Trác Ngọc
太乙多宝宝典	Bảo Điển Đa Bảo Thái Ất
紫云宫佛心记	Tử Vân Cung Phật Tâm Ký
壬水多宝要诀	Nhâm Thủy Đa Bảo Yếu Quyết
东华咒神卷	Đông Hoa Chú Thần Quyển
先天一气神雷	Thần Lôi Nhất Khí Tiên Thiên
行疆陨星真言	Hành Cương Vẫn Tinh Chân Ngôn
御气九极咒	Ngự Khí Cửu Cực Chú
迅击秘要	Tấn Kích Bí Yếu
归藏经	Quy Tàng kinh
戊己崩天	Mậu Kỷ Băng Thiên
五戒蓄神经	Ngũ Giới Trữ Thần Kinh
真丹归藏	Chân Đan Quy Tàng
紫云宫归藏要诀	Tử Vân Cung Quy Tàng Yếu Quyết
麒麟崩天卷	Kỳ Lân Băng Thiên Quyển
炎神殿奠基秘法	Bí Pháp Điện Cơ Viêm Thần Điện
天岭饕餮秘法	Bí Pháp Thao Thiết Thiên Lĩnh
白帝宫清心秘传	Bạch Đế Cung Thanh Tâm Bí Truyền
淳于氏气摄神功	Khí Nhiếp Thần Công thị Thuần Vu
地龙摄神	Địa Long Nhiếp Thần
鸿蒙饕餮	Bản Nguyên Thao Thiết
迅击	Tấn Kích
行疆混元秘法	Bí Pháp Hỗn Nguyên Hành Cương
三才清心诀	Tam Tài Thanh Tâm Quyết
赤霄宫不坏	Xích Tiêu Cung Bất Hoại
武当不朽真言	Võ Đang Bất Hủ Chân Ngôn
迅击经	Cấp Tụng kinh
多宝七签	Đa Bảo Thất Thiêm
阴阳崩天经	Âm Dương Băng Thiên Kinh
天岭归藏	Thiên Lĩnh Quy Tàng
嵩山神农通卷	Tung Sơn Thần Nông Thông Quyển
五台决意	Ngũ Đài Quyết Ý
化形饕餮	Hóa hình Thao Thiết
现在贤鲸吞纪要	Kình Thôn Hiện Tại Hiền Ký Yếu
玄关神龟纪要	Huyền Quan Thần Quy Ký Yếu
归真清心秘要	Quy Chân Thanh Tâm Bí Yếu
逆浪金刚	Nghịch Lãng Kim Cương
奔烈神农宝册	Bôn Liệt Thần Nông Bảo Sách
星辰急诵七签	Tinh Thần Cấp Tụng Bảy Ký
甲乙奠基宝典	Giáp Ất Điện Cơ Bảo Điển
白虎千钧十式	Bạch Hổ Thiên Quân Mười Thức
御气流光真言	Chân Ngôn Lưu Quang Ngự Khí
彻法陨星咒	Triệt Pháp Vẫn Tinh Chú
本源金刚神雷	Thần Lôi Kim Cương Bản Nguyên
迅击十三式	Tấn Kích Thập Tam Thức
苍莽千钧	Thương Mãng Thiên Quân
新境圆转十式	Mười Thức Viên Chuyển Tân Cảnh
苍木破灭	Thương Mộc Phá Diệt
龙虎混元七式	Long Hổ Hỗn Nguyên Thất Thức
气摄纪要	Khí Nhiếp Kỷ Yếu
琢玉秘传	Trác Ngọc Bí Truyền
妙手秘法	Diệu Thủ Bí Pháp
五内鬼手要诀	Ngũ Nội Quỷ Thủ Yêu Quyết
青龙多宝纲要	Cương yếu Đa Bảo Thanh Long
大日决意	Đại Nhật Quyết Ý
太乙百炼纲要	Thái Ất Bách Luyện Cương Yếu
勾陈通慧秘法	Bí Pháp Thông Tuệ Câu Trần
黄芽妙手宝册	Hoàng Nha Diệu Thủ Bảo Sách
戊己迅影秘要	Mậu Kỷ Tấn Ảnh Bí Yếu
归源琢玉宝典	Quy Nguyên Trác Ngọc Bảo Điển
龙虎鲸吞纪要	Long Hổ Kình Thôn Kỷ Yếu
流光诀	Lưu Quang Quyết
微量的	Nhỏ
沃野宝册	Ốc Dã Bảo Sách
天妖化血术	Thiên Yêu Hóa Huyết Thuật
武当不朽	Võ Đang Bất Diệt
嵩山心光	Tâm Quang Tung Sơn
嵩山五方真言	Tung Sơn Ngũ Phương chân ngôn
千钧十三式	Thiên Quân thập tam thức
圆转宝典	Bảo Điển Viên Chuyển
麒麟混元宝典	Kỳ Lân Hỗn Nguyên Bảo Điển
蒙宜上仙圆转宝典	Mông Nghi Thượng Tiên Viên Chuyển Bảo Điển
西海破灭秘要	Tây Hải Phá Diệt Bí Yếu
坤元曳影决	Quyết Dạ Ảnh Khôn Nguyên
紫云宫迅影决	Tử Vân Cung Tấn Ảnh Quyết
百炼宝册	Bách Luyện Bảo Sách
初解决意	Sơ giải Quyết Ý
壤驷蕊真人归祖纪要	Kỷ yếu Quy Tổ của Chân Nhân Nhưỡng Tứ
百草阁百炼	Bách Thảo các Bách Luyện
玄机琢玉宝册	Huyền Cơ Trác Ngọc Bảo Quyển
彻法神视	Thần Thị Triệt Pháp
紫霄神农药典	Tử Tiêu Thần Nông Dược Điển
求雨术	Cầu Vũ Thuật
五台镇神诀	Ngũ Đài Trấn Thần Quyết
造化十二都天真言	Tạo Hóa Thập Nhị Đô Thiên Chân Ngôn
五台气摄	Ngũ Đài Khí Nhiếp
断岳饕餮经	Kinh Thao Thiết Đoạn Nhạc
三才神视	Tam Tài Thần Thị
金雷万古	Vạn cổ kim lôi
郏家归祖秘传	Kiếp Gia Quy Tổ bí truyền
少林五方诀	Thiếu Lâm Ngũ Phương Quyết
破灭剑诀	Phá Diệt Kiếm Quyết
千钧剑诀	Thiên Quân Kiếm Quyết
长生蓄神七式	Trường Sinh Tích Thần Bảy Thức
西海混元剑	Tây Hải Hỗn Nguyên Kiếm
摄神册	Sách Nhiếp Thần
金丹饕餮神功	Kim Đan Thao Thiết Thần Công
祈天经	Kỳ Thiên Kinh
长生金刚诀	Quyết Kim Cương Trường Sinh
乙木天星咒	Chú Viridescent Thiên Tinh
蜀山五方诀	Quyết Ngũ Phương Thục Sơn
通天神雷	Thông Thiên Thần Lôi
多宝通慧宝典	Đa Bảo Thông Tuệ Bảo Điển
万木归祖神功	Vạn Mộc Quy Tổ Thần Công
紫霄归祖宝典	Tử Tiêu Quy Tổ Bảo Điển
过去庄严曳影宝典	Quá Khứ Trang Nghiêm Dạ Ảnh Bảo Điển
武当三花真言	Võ Đang Tam Hoa Chân Ngôn
不坏	Bất Phôi
东海奠基宝典	Đông Hải Điện Cơ Bảo Điển
天岭金刚	Kim Cương Thiên Lĩnh
戊己金刚宝典	Mậu Kỷ Kim Cương Bảo Điển
南海奠基宝典	Bảo Điển Đặt Nền Nam Hải
长生金刚宝典	Trường Sinh Kim Cương Bảo Điển
白帝宫奠基密卷	Mật Quyển Điện Cơ Bạch Đế Cung
万古经	Vạn Cổ kinh
道基神佑典	Điển Thần Hữu Đạo Cơ
天岭归祖秘传	Thiên Lĩnh Quy Tổ Bí Truyền
坤元百炼纲要	Cương yếu Bách Luyện Khôn Nguyên
麒麟神农	Kỳ lân Thần Nông
碧光金刚宝典	Bảo Điển Kim Cương Bích Quang
落花诀	Lạc Hoa Quyết
赤日飞星咒	Xích Nhật Phi Tinh Chú
五台开天	Ngũ Đài Khai Thiên
地龙奠基	Địa Long Đặt Nền
御气金刚经	Ngự Khí Kim Cương Kinh
长生金刚秘要	Trường Sinh Kim Cương Bí Yếu
炎神殿摄神记	Viêm Thần Điện Nhiếp Thần Ký
清心经	Kinh Thanh Tâm
决意经	Quyết Ý Kinh
戊己琢玉密卷	Mậu Kỷ Trác Ngọc Mật Quyển
多宝沃野药典	Đa Bảo Ốc Dã Dược Điển
御神长青经	Ngự Thần Trường Sinh Kinh
三才千钧宝典	Tam Tài Thiên Quân Bảo Điển
霹雳崩天九卷	Cửu Quyển Phích Lịch Băng Thiên
天金飞星神雷	Thiên Kim Phi Tinh thần lôi
迅影十式	Thập Thức Tấn Ảnh
坤元秘要	Khôn Nguyên Bí Yếu
五台辟谷秘法	Ngũ Đài Tịch Cốc Bí Pháp
庚辛妙手宝册	Canh Tân Diệu Thủ Bảo Sách
辛金鲸吞神功	Tân Kim Kình Thôn Thần Công
白虎长青纪要	Bạch Hổ Trường Thanh Ký Yếu
彻法万古神功	Triệt Pháp Vạn Cổ Thần Công
金乌观	Kim Ô Quán
三阳真脉	Tam Dương Chân Mạch
五内蕴火	Ngũ Nội Dưỡng Hỏa
御真秘典	Ngự Chân Bí Điển
烈焰决	Liệt Diệm Quyết
净火灼心	Tịnh Hỏa Chước Tâm
始日真诀	Thủy Nhật Chân Quyết
焚日真法	Phần Nhật Chân Pháp
三阳赤心咒	Tam Dương Xích Tâm Chú
九阳神火界	Cửu Dương Thần Hỏa Giới
精火筑灵	Tinh Hỏa Trúc Linh
心火	Tâm Hỏa
心炎	Tâm Viêm
真火炼身	Chân Hỏa Luyện Thân
火真之体	Hỏa Chân Chi Thể
通天神火咒	Thông Thiên Thần Hỏa Chú
天火同人	Thiên Hỏa Đồng Nhân
化形八极咒	Hóa hình Bát Cực Chú
炽凰落花咒	Xí Hoàng Lạc Hoa Chú
龙虎流光	Long Hổ Lưu Quang
道基急诵	Đạo cơ cấp tốc
南海归藏卷	Quyển Nam Hải Quy Tàng
南海急诵经	Nam Hải Cấp Tụng Kinh
蜀山崩天	Thục Sơn Băng Thiên
真丹崩天宝典	Chân Đan Băng Thiên Bảo Điển
合一要诀	Hợp Nhất Yêu Quyết
朱雀多宝密卷	Mật quyển Đa Bảo Chu Tước
天火鲸吞	Thiên Hỏa Kình Thôn
未来星宿清心秘传	Tương Lai Tinh Túc Thanh Tâm Bí Truyền
多宝妙手	Đa Bảo Diệu Thủ
百草阁气摄	Bách Thảo Các Khí Nhiếp
霍灵雅真人琢玉宝册	Chân Nhân Linh Nhã Trác Ngọc Bảo Sách
未来星宿神佑册	Thần Hữu Tương Lai Tinh Tú Sách
丙火合一	Bính Hỏa Hợp Nhất
三才流光真言	Tam Tài Lưu Quang Chân Ngôn
奠基要诀	Điện Cơ Yêu Quyết
长生奠基经	Trường Sinh Điện Cơ Kinh
少林合一	Thiếu Lâm Hợp Nhất
现在贤归祖纪要	Hiện Tại Hiền Quy Tổ Ký Yếu
万木佛心秘要	Bí Yếu Vạn Mộc Phật Tâm
紫霄气摄密卷	Tử Tiêu Khí Nhiếp mật quyển
燃灵咒	Nhiên Linh chú
寒月甘霖咒	Chú Hàn Nguyệt Cam Lâm
三花诀	Tam Hoa
道基气摄	Đạo cơ khí nhiếp
彻法通慧要诀	Triệt Pháp Thông Tuệ Yêu Quyết
白帝宫神农丹方	Đơn Phương Thần Nông Bạch Đế Cung
麒麟神农通卷	Kỳ Lân Thần Nông Thông Quyển
地龙妙手秘要	Địa Long Diệu Thủ Bí Yếu
玄关先天一气咒	Huyền Quan Tiên Thiên Nhất Khí Chú
勾陈陨星真言	Câu Trần Vẫn Tinh Chân Ngôn
急诵经	Niệm kinh khẩn cấp
急诵九卷	Cấp Tụng Chín Quyển
归源崩天秘诀	Quy Nguyên Băng Thiên Bí Quyết
惊波百炼宝典	Kinh Ba Bách Luyện Bảo Điển
紫云宫归藏七签	Tử Vân Cung Quy Tàng Thất Thiêm
辟谷	Tịch Cốc
壬癸妙手	Nhâm Quý Diệu Thủ
弓氏清心秘传	Cung Thị Thanh Tâm Bí Truyền
冷月饕餮秘传	Lãnh Nguyệt Thao Thiết Bí Truyền
玉虚辟谷	Ngọc Hư Tịch Cốc
彻法鲸吞	Triệt Pháp Kình Thôn
归真归祖密卷	Quy Chân Quy Tổ Mật Quyển
造化塑体	Tạo Hóa Tố Thể
造化流光	Tạo Hóa Lưu Quang
赤月流光咒	Chú Xích Nguyệt Lưu Quang
玄金燃灵神雷	Huyền Kim Nhiên Linh Thần Lôi
白帝宫先天一气神雷	Bạch Đế cung Tiên Thiên Nhất Khí Thần Lôi
壬水天星诀	Cascade Thiên Tinh quyết
南海七星	Nam Hải Thất Tinh
鸿蒙飞星	Hồng Mông Phi Tinh
臧家化影	Hóa ảnh Tăng gia
断岳五气	Đoạn Nhạc Ngũ Khí
过去庄严流光真言	Quá Khứ Trang Nghiêm Lưu Quang Chân Ngôn
腾岳镇神诀	Quyết Trấn Thần Đằng Nhạc
御神绝杀神雷	Ngự Thần Tuyệt Sát Thần Lôi
归真先天一气诀	Quy Chân Tiên Thiên Nhất Khí Quyết
白帝宫绝杀咒	Bạch Đế Cung Tuyệt Sát Chú
白帝宫落花神雷	Thần Lôi Lạc Hoa Bạch Đế Cung
天金镇神咒	Thiên Kim Trấn Thần Chú
长生镇神咒	Trường Sinh Trấn Thần Chú
紫霄落花神雷	Thần Lôi Lạc Hoa Tử Tiêu
星辰流光真言	Tinh Thần Lưu Quang Chân Ngôn
壬癸飞星神雷	Nhâm Quý Phi Tinh Thần Lôi
紫霄金钟真言	Chân Ngôn Kim Chung Tử Tiêu
嵩山化影神雷	Tung Sơn Hóa Ảnh Thần Lôi
蜀山镇神诀	Quyết Trấn Thần Thục Sơn
癸水天星	Thiên Tinh Quý Thủy
百汇四象	Tứ Tượng Bách Hội
蜀山十二都天咒	Chú Thập Nhị Đô Thiên Thục Sơn
御神飞星咒	Ngự Thần Phi Tinh Chú
星辰十二都天咒	Thập Nhị Đô Thiên Tinh Thần Chú
华山天星咒	Hoa Sơn Thiên Tinh chú
太上不坏神雷	Thái Thượng Bất Hoại Thần Lôi
紫云宫震地诀	Tử Vân Cung Chấn Địa Quyết
嵩山金刚神雷	Tung Sơn Kim Cương Thần Lôi
鸿蒙七星真言	Hồng Mông Thất Tinh Chân Ngôn
玉虚飞星诀	Ngọc Hư Phi Tinh Quyết
勾陈流光诀	Câu Trần Lưu Quang Quyết
蜀山五气真言	Chân Ngôn Ngũ Khí Thục Sơn
嵩山流光神雷	Tung Sơn Lưu Quang thần lôi
归真化伤咒	Chú Hóa Thương Quy Chân
造化镇神真言	Tạo Hóa Trấn Thần Chân Ngôn
乜氏通天咒	Chú Thông Thiên Họ Mãi
正一道	Chính Nhất Đạo
万妖殿的大能仲起灵已在南屏村失去了踪迹	Đại năng Trọng Khởi Linh của Vạn Yêu Điện đã mất tích tại Nam Bình Thôn
据传丹霞洞天的大能鞠半雪在南屏村出没。	Nghe đồn đại năng Cúc Bán Tuyết của Đan Hà Động Thiên xuất hiện ở Nam Bình Thôn.
紫霄宗的大能庾幻波已在南屏村失去了踪迹	Đại năng Dư Huyễn Ba của Tử Tiêu Tông đã mất tích tại Nam Bình Thôn
紫霄宗的大能年婷已在小凉山失去了踪迹	Đại năng Niên Đình của Tử Tiêu Tông đã mất tích ở Tiểu Lương Sơn
据传紫霄宗的大能刁彬在南屏村出没。	Nghe đồn Đại năng Điêu Bân của Tử Tiêu xuất hiện ở Nam Bình Thôn.
据传七仟坞的大能缪伟彦在小凉山出没。	Nghe nói đại năng Mậu Vĩ Ngạn của Thất Thiên Ổ xuất hiện ở Tiểu Lương Sơn.
据传七仟坞的大能韦飞扬在南屏村出没。	Nghe nói đại năng Vi Phi Dương của Thất Thiên Ổ xuất hiện ở Nam Bình Thôn.
七仟坞的大能汲杰已在铜陵山失去了踪迹	Đại năng Cấp Kiệt của Thất Thiên Ổ đã mất tích tại Đồng Lăng Sơn
正一道的大能金辰已在月轮山失去了踪迹	Đại năng Kim Thần của Chính Nhất đã mất tích ở Nguyệt Luân Sơn
青莲剑宗的大能富达已在铜陵山失去了踪迹	Đại năng Phú Đạt của Thanh Liên Kiếm Tông đã mất tích tại Đồng Lăng Sơn
据传七杀魔宫的大能戎裕在炼丹峰出没。	Nghe nói đại năng Nhung Dụ của Thất Sát Ma Cung xuất hiện ở Luyện Đan Phong.
丹霞洞天的大能鞠半雪已在南屏村失去了踪迹	Đại năng Đan Hà Động Thiên là Cúc Bán Tuyết đã mất tích tại Nam Bình Thôn
据传昆仑宫的大能古聪在炼丹峰出没。	Nghe đồn Đại năng Cổ Thông của Côn Luân xuất hiện ở Luyện Đan Phong.
据传极天宫的大能高心在炼丹峰出没。	Nghe đồn Đại năng Cao Tâm của Cực Thiên xuất hiện ở Luyện Đan Phong.
据传青莲剑宗的大能翟晶在月轮山出没。	Nghe nói đại năng Trác Kính của Thanh Liên Kiếm Tông xuất hiện ở Nguyệt Luân Sơn.
紫霄宗的大能刁彬已在南屏村失去了踪迹	Đại năng Điêu Bân của Tử Tiêu Tông đã mất tích ở Nam Bình Thôn
七仟坞的大能缪伟彦已在小凉山失去了踪迹	Đại năng Mậu Vĩ Ngạn của Thất Thiên Ổ đã mất tích tại Tiểu Lương Sơn
七仟坞的大能韦飞扬已在南屏村失去了踪迹	Đại năng Vi Phi Dương của Thất Thiên Ổ đã mất tích tại Nam Bình Thôn
据传万妖殿的大能屠雅芝在月轮山出没。	Nghe đồn đại năng Nhã Chi của Vạn Yêu Điện xuất hiện ở Nguyệt Luân Sơn.
七杀魔宫的大能戎裕已在炼丹峰失去了踪迹	Đại năng Nhung Dụ của Thất Sát Ma Cung đã mất tích tại Luyện Đan Phong
据传栖霞洞天的大能柳修谨在小凉山出没。	Nghe nói đại năng Tê Hà Động Thiên là Lưu Tu Cẩn xuất hiện tại Tiểu Lương Sơn.
据传丹霞洞天的大能福岚在炼丹峰出没。	Nghe nói đại năng Phúc Lan của Đan Hà Động Thiên xuất hiện ở Luyện Đan Phong.
昆仑宫的大能古聪已在炼丹峰失去了踪迹	Đại năng Cổ Thông của Côn Lôn Cung đã mất tích ở Luyện Đan Phong
极天宫的大能高心已在炼丹峰失去了踪迹	Đại năng Cao Tâm của Cực Thiên Cung đã mất tích ở Luyện Đan Phong
青莲剑宗的大能翟晶已在月轮山失去了踪迹	Đại năng Thanh Liên Kiếm Tông là Trạch Tinh đã mất tích tại Nguyệt Luân Sơn
宗发	Tông pháp
单于凤鸾	Đan Vu Phượng Loan
江彪	Giang Bưu
祁盛	Kỳ Thịnh
鞠倩	Cúc Thiện
文荣	Văn Vinh
戎子石	Nhung Tử Thạch
尚易容	Dịch Dung
靳承	Cận Thành
阴醉柳	Âm Túy Liễu
汝初彤	Nhữ Sơ Đồng
庙	Miếu
唐巧	Đường Kiều
谭杰	Đàm Kiệt
籍莺	Tịch Oanh
师咏	Sư Vịnh
蔚映容	Úy Ánh Dung
谈香春	Đàm Hương Xuân
蒙炎	Mông Viêm
储起灵	Trữ Khởi Linh
程心	Trình Tâm
长孙蓉	Trưởng Tôn Dung


