Key	Value
正掩着口鼻屠宰牲畜	Đang bịt mũi giết mổ gia súc
影响生产事件中小麦的产量。	Ảnh hưởng đến sản lượng lúa mì trong các sự kiện sản xuất.
精元不足：{0}/{1:N0}	Tinh nguyên không đủ: {0}/{1:N0}
砍伐这棵树木	Chặt cây này
{0} 选项{1}显示条件报错！\n	{0} Tùy chọn {1} lỗi điều kiện hiển thị!\n.
飞行速度 : {0:N1}米/秒	Tốc độ bay: {0:N1} mét/giây
{0}成功从{1}口中得到一个线索：\n{2}	{0} thành công nhận được manh mối từ {1}:\n{2}
正处于{0}!	Đang ở trạng thái {0}!
心境加成	Tăng tâm cảnh
我的蓝图	Bản thiết kế của ta
(热爱)	(Yêu thích)
提供帮助	Cung cấp trợ giúp
云存档无法更名，请先取消云存档状态。	Không thể đổi tên dữ liệu lưu trên đám mây, vui lòng hủy trạng thái lưu đám mây trước.
{0:F0}点{1}	{0:F0} điểm {1}
开启公告失败,请稍后再试!	Mở thông báo thất bại, vui lòng thử lại sau!
商品ID:{0}	ID hàng hóa: {0}
\n水量: {0}	\nLượng nước: {0}
飞升	Phi thăng
取消循环	Hủy vòng lặp
请先建造丹炉!	Hãy xây dựng lò luyện đan trước!
主人：{0}\n	Chủ nhân: {0}\n
掌教真人修为精深，一定没问题的……哎，你快看，师妹是怎么了，吃饭的时候还一脸不高兴，难道是我惹她不高兴了？	Chưởng giáo chân nhân tu vi uyên thâm, nhất định không có vấn đề gì... Ấy, ngươi nhìn kìa, sư muội sao thế, ăn cơm mà mặt mày không vui, chẳng lẽ là do ta làm nàng không vui sao?
小于	Nhỏ hơn
应天争夺成功，返回门派后可获得凝聚的灵石	Thành công tranh đoạt Ứng Thiên, khi trở về môn phái có thể nhận linh thạch tụ hội
影响角色结阵的能力。	Ảnh hưởng đến khả năng kết trận của nhân vật.
CloudSave->删除旧存档完成:{0}	CloudSave-> Đã xóa xong lưu tệp cũ:{0}
(缺乏建造材料)	(Thiếu vật liệu xây dựng).
读档	Đọc lưu
请先建造藏经阁!	Hãy xây dựng Tàng Kinh Các trước!
各大门派近来事务繁多，向外界请求协助。	Gần đây các môn phái lớn bận rộn, yêu cầu sự trợ giúp từ bên ngoài.
[{0}]缺少动机\n	[{0}] Thiếu động cơ\n
以下存档文件与云端文件冲突,请前往存档页面手动解决:\n{0}	Các tệp lưu sau đây xung đột với tệp trên đám mây, vui lòng đến trang lưu để giải quyết thủ công:\n{0}
{0}正在外历练，等他回来再说吧。	{0} đang lịch luyện bên ngoài, đợi anh ấy về rồi nói sau.
可选择的人数已达上限	Số lượng người có thể chọn đã đạt tối đa
抱歉，因为某种异常的原因系统忘记了您老门派的名字，需要您重新告诉我们。谢谢。	Xin lỗi, do một số lý do bất thường, hệ thống đã quên tên môn phái của bạn và cần bạn cung cấp lại. Cảm ơn.
食物：{0}\n	Thức ăn: {0}\n
正心无旁骛的种植中	Đang chuyên tâm trồng trọt
请选择一个可以幽淬的物品	Hãy chọn một vật phẩm có thể u tẩy
支付状态异常,请稍后再试	Trạng thái thanh toán bất thường, vui lòng thử lại sau
[color=#9e6404]相关工作：[/color]\n切石\n搬运切石原料\n手工制造\n搬运手工原料	[color=#9e6404]Công việc liên quan:[/color]\nCắt đá\nVận chuyển nguyên liệu cắt đá\nThủ công chế tạo\nVận chuyển nguyên liệu thủ công
选择掌门	Chọn chưởng môn
魔(幽闭)	Ma (Tù túng)
精通	Thành thạo
网络错误,请检查网络稍后再试！	Lỗi mạng, vui lòng kiểm tra mạng và thử lại sau!
练功	Luyện công
购买该道具需要先激活<font color=#FF0000>[b]{0}[/b]</font>,是否前往激活?	Để mua đạo cụ này cần kích hoạt <font color=#FF0000>[b]{0}[/b]</font> trước, bạn có muốn đi đến để kích hoạt không?
子时,子夜时分,三更时分,夜半时分,夜深之时,万籁俱静	Giờ Tý, lúc nửa đêm, lúc canh ba, khi đêm khuya, lúc đêm sâu, vạn vật yên tĩnh
提供帮助：{0}次	Cung cấp hỗ trợ: {0} lần
神民:{0}\n{1}	Thần dân: {0}\n{1}
<font color=#9e6404>此功法已收录至藏经阁</font>	<font color=#9e6404>Công pháp này đã được thu thập vào Tàng Kinh Các</font>
阵法稳定度	Độ ổn định trận pháp
称号	Danh hiệu
[新手推荐]\n	[Khuyến nghị cho người mới]\n
插入角色名字	Chèn tên nhân vật
{0}\n[color=#FF0000]需要：{1}[/color]	{0}\n[color=#FF0000]Cần: {1}[/color]
无心建筑工作，正想偷懒	Không có tâm làm việc xây dựng, đang muốn lười biếng
(睡觉)	(Ngủ)
厨房	Nhà bếp
茫然	Mơ hồ
\n已治疗(剩余:{0:N0}s)	\nĐã trị liệu (còn lại: {0:N0}s)
石工	Thợ đá
{0}点 门派声望	{0} điểm uy tín Môn phái
在挖矿时，正快乐的哼着小调	Khi đào mỏ, đang vui vẻ ngân nga một giai điệu nhỏ
内丹飞行速度:	Tốc độ bay của nội đan:
觉醒灵智，剩余{0:N0}秒	Tỉnh thức linh trí, còn lại {0:N0} giây
刚完成缝纫作业，准备收拾缝纫桌	Vừa hoàn thành công việc may vá, chuẩn bị dọn dẹp bàn may
领取：	Nhận:
认知列表	Danh sách nhận thức
{0}位于{1}上的{2}恢复时竟然引动躯体本能，发生了一次进化。	{0} tại {1} trên {2} khi hồi phục đã kích hoạt bản năng cơ thể, xảy ra một lần tiến hóa.
练习功法	Luyện công pháp
在切石时，正快乐的哼着小调	Khi cắt đá, đang vui vẻ ngân nga một giai điệu nhỏ
(冰)	(Băng)
晴天	Trời trong
申时,夕食之刻,日闲之时,响午之后	Giờ Thân, lúc ăn tối, thời gian rảnh rỗi sau buổi trưa
脚本名字不能为空	Tên kịch bản không được để trống
\n元神修行境界不足	\nCảnh giới tu hành nguyên thần không đủ
建筑数量已超过上限	Số lượng công trình đã vượt quá giới hạn
选择一个目标	Chọn một mục tiêu
ApplyEffect!  激活次数 UsedTimes is {0}	ApplyEffect! Kích hoạt số lần UsedTimes là {0}
鼎炉潜力尚未开发，炼精化气效率极高。	Tiềm năng của lò đỉnh chưa được khai thác, hiệu suất luyện tinh hóa khí cực kỳ cao.
确定删除以下建筑蓝图吗？\n\n{0}	Bạn có chắc chắn muốn xóa bản thiết kế công trình sau đây không?\n\n{0}.
再看看	Xem lại
累计获得{0}({1:N0})点功德	Tích lũy nhận được {0} ({1:N0}) điểm công đức
蓝图中存在失落之物!	Trong bản vẽ có vật phẩm thất lạc!
在练习秘法时略有所得，刚准备收工	Khi luyện tập bí pháp có chút thu hoạch, vừa chuẩn bị kết thúc công việc
这个秘籍已经录入了	Bí kíp này đã được ghi nhận
{0}瓶颈突破成功	{0} đột phá bình cảnh thành công
远离床第蒲团	Tránh xa giường và bồ đoàn
此次修行大有所获，正感欣喜	Lần tu hành này thu hoạch lớn, đang cảm thấy vui mừng
等待生产完成。	Đợi sản xuất hoàn thành.
正在乐呵呵的移除工作中	Đang vui vẻ dọn dẹp công việc
\n情绪影响:\n {0:N0}%	\nẢnh hưởng cảm xúc:\n {0:N0}%
所需境界：{0}\n{1}	Cảnh giới yêu cầu: {0}\n{1}
似乎有个沉甸甸的东西上钩了！！它竟然是--	Có vẻ như đã câu được một thứ nặng nề!! Nhưng hóa ra nó là--
水劫	Thủy kiếp
杀戮	Sát lục
自己	Bản thân
喝东西时呛了自己一下，正不住咳嗽	Khi uống nước bị sặc một chút, đang ho liên tục
\n进度：{0:F0}/{1:F0}	\nTiến độ: {0:F0}/{1:F0}
因直面自身执念而产生的信仰天劫。如果度过，则斩却执念，于神国中开辟一块新区域，如若失败，则灰飞烟灭。	Thiên kiếp tín ngưỡng sinh ra khi đối diện với chấp niệm của bản thân. Nếu vượt qua, sẽ chặt đứt chấp niệm, mở ra một khu vực mới trong thần quốc. Nếu thất bại, sẽ tan thành mây khói.
[color=#00FF00](风水建筑)[/color]	[color=#00FF00](Kiến trúc phong thủy)[/color]
评价最好	Đánh giá tốt nhất
门派人数已达上限，无法增加弟子！	Số lượng đệ tử trong môn phái đã đạt giới hạn, không thể thêm đệ tử!
门派掌门	Chưởng môn môn phái
酉时,日落时分,日沉之刻,傍晚时分,暮色怅晚,鸟倦云舒	Giờ Dậu, lúc mặt trời lặn, hoàng hôn buông xuống, cánh chim mỏi mệt, mây trôi nhẹ nhàng
采矿	Khai thác mỏ
建筑工作时连续失误，差点弄伤自己，正感觉有点生气	Khi làm việc xây dựng liên tục mắc lỗi, suýt nữa làm bị thương mình, đang cảm thấy hơi tức giận
交易	Giao dịch
前往其他地方进行历练	Đi đến nơi khác để rèn luyện
走走走	Đi đi đi.
土壤丰饶	Đất đai màu mỡ
成就	Thành tựu
请选择攻击目标	Vui lòng chọn mục tiêu tấn công
手选目标范围	Phạm vi mục tiêu chọn tay
在收获时，正快乐的哼着小调	Khi thu hoạch, đang vui vẻ ngân nga một giai điệu nhỏ
丑时,鸡鸣时分,四更时分,星垂夜阔,西月微斜	Giờ Sửu, lúc gà gáy, bốn canh giờ, sao rơi đêm rộng, trăng tây hơi nghiêng
等待收留	Đang chờ nhận nuôi
你答应完成的任务并未按时完成，{0}对你大失所望。\n扣除了{0}的{1}点好感度。	Nhiệm vụ bạn hứa hoàn thành không đúng hạn, {0} rất thất vọng về bạn.\nĐã trừ {1} điểm hảo cảm của {0}.
高级：{0}。\n	Cao cấp: {0}.\n
金	Kim
已修复结束{0}个文件	Đã sửa xong {0} tệp
让精怪禁止移动。	Làm tinh quái không di chuyển.
轮回者不能改变姓名。	Người luân hồi không thể đổi tên.
(凋谢中)	(Đang héo úa).
遗物空间	Không gian di vật
<font color=#D06508>[法宝·信仰圣物]</font>\n	<font color=#D06508>[Pháp bảo·Thánh vật tín ngưỡng]</font>\n
已失去	Đã mất
凡人的喜怒哀乐对你的影响越来越少，而你对神力的运用也渐入佳境。但逐渐失去凡人心态的你也越发难以吸收那些平凡而普通的信仰。	Niềm vui, nỗi buồn, sự tức giận của phàm nhân ngày càng ít ảnh hưởng đến bạn, và bạn cũng ngày càng thành thạo trong việc sử dụng thần lực. Nhưng khi dần mất đi tâm thái của phàm nhân, bạn cũng ngày càng khó hấp thụ những tín ngưỡng bình thường và giản dị.
建筑工作不顺，觉得有点消沉	Công việc xây dựng không thuận lợi, cảm thấy hơi chán nản
取消上传	Hủy tải lên
心境：{0:N0}/{1:N0}{11}\n层次：{2}{3}\n趋势：{5}{4:F2}/天\n\t({6})\n突破条件：{7}\n突破进度：{8:P2}({9:N1}/{10:N1})\n\n心境会大幅度影响修炼相关行为的效率和成功率。只有足够强大的心境才能驾驭信徒的祈祷之念。	Tâm cảnh: {0:N0}/{1:N0}{11}\nCấp độ: {2}{3}\nXu hướng: {5}{4:F2}/ngày\n\t({6})\nĐiều kiện đột phá: {7}\nTiến độ đột phá: {8:P2}({9:N1}/{10:N1})\n\nTâm cảnh ảnh hưởng lớn đến hiệu suất và tỷ lệ thành công của các hành vi tu luyện liên quan. Chỉ có tâm cảnh đủ mạnh mới có thể kiểm soát được niệm cầu nguyện của tín đồ.
正在打包存档文件({0}/{1}):{2}/{3}(此过程不消耗流量)	Đang đóng gói tệp lưu ({0}/{1}):{2}/{3}(quá trình này không tiêu hao lưu lượng)
阳神夺舍	Dương thần đoạt xá
极大的	Rất lớn
瓶颈突破	Đột phá bình cảnh
吸灵	Hấp Linh
消耗品	Vật phẩm tiêu hao
姿态：{0}\n	Tư thế: {0}\n.
重建被摧毁的建筑。	Tái xây dựng công trình bị phá hủy.
瓶颈突破失败	Thất bại đột phá bình cảnh
选择一个道具,其他角色会将其喂给此角色。	Chọn một vật phẩm, nhân vật khác sẽ đem vật phẩm đó cho nhân vật này.
神秘瓶颈	Bình cảnh thần bí
执念	Chấp niệm
\n镇物:	\nVật trấn:
影响进入内门时，御物，术法，护体的初始等级。	Ảnh hưởng đến cấp độ ban đầu của pháp thuật, hộ thể và ngự vật khi vào nội môn.
游戏ID:{0}	ID trò chơi:{0}
天道影响	Ảnh hưởng thiên đạo
是否确定选择{0}来解决该事件?	Có chắc chắn chọn {0} để giải quyết sự kiện này không?
需要神民\n每种神国建筑都需要一定数量的神民，神民数量不能满足需求数量会导致怨气累加。	Cần Thần Dân\nMỗi loại công trình trong Thần Quốc đều cần một số lượng Thần Dân nhất định, nếu số lượng Thần Dân không đáp ứng đủ nhu cầu sẽ dẫn đến tích lũy oán khí.
新消耗品	Tiêu hao phẩm mới
该植物正在被使用	Cây này đang được sử dụng
\n[color=#FF4000]规模超出阵枢承载会导致稳定度大幅下降，反之则上升。[/color]	\n[color=#FF4000]Quy mô vượt quá khả năng chịu đựng của trận trục sẽ dẫn đến sự giảm đáng kể về độ ổn định, ngược lại sẽ tăng lên.
存储空间不足，共需要 {0}DaoHang, 仅剩余 {1}DaoHang	Insufficient
  ({0}格[{1}])	  ({0} ô [{1}])
地图名称	Tên bản đồ
三境:出神	Tam cảnh: Xuất thần
未时,日央之刻,日昳时分,日斜心慵	Thời chưa, lúc mặt trời lên cao, lúc chiều tà, lúc hoàng hôn
角料	Góc liệu
\n影响值x{0}	\nGiá trị ảnh hưởng x{0}.
随机中级矿	Khoáng sản trung cấp ngẫu nhiên
淬体结果面板	Bảng kết quả tôi luyện
内丹攻击间隔:	Khoảng cách tấn công nội đan:
仙境	Tiên cảnh
{0}即将上任代理人，是否给一些盘缠以备不测？（灵石一旦给出无法返还）	{0} sắp đảm nhận vai trò đại diện, có muốn cung cấp một ít tài nguyên để phòng bất trắc không? (Linh thạch đã cho sẽ không thể hoàn lại)
重载Lua	Tải lại Lua
请选择归属	Vui lòng chọn thuộc về
搬运	Vận chuyển
无名修行者	Vô danh Tu Hành Giả
正	Chính
炼制丹药	Luyện chế đan dược
获得神民：{0}	Nhận được thần dân: {0}
未选择需要保存的内容	Chưa chọn nội dung cần lưu
狩猎	Săn bắn
认主	Nhận chủ
你失去了{0}\n你获得了{1}	Bạn đã mất {0}\nBạn đã nhận được {1}
移除地板	Gỡ bỏ sàn nhà
物品[幽珀]数量不足!	Số lượng vật phẩm [Huyết Phách] không đủ!
选择种植物	Chọn cây trồng
这个姓名已经存在了	Tên này đã tồn tại
生成物品	Tạo vật phẩm
抱拳	Chắp tay
功能增强	Tăng cường chức năng
在应天台凝结灵石时候，{0}不敌争夺者{1}，灵石被夺走了。	Tại Ứng Thiên Đài khi ngưng tụ linh thạch, {0} không địch lại kẻ tranh đoạt {1}, linh thạch đã bị cướp mất.
