Key	Value
{0}走上前去，说道：“依我看这世道，要不还是算了吧。”对方有点恼火，说：“你是哪个派的？管得着吗？”{0}无奈只能离去。布施顺利进行。	{0} tiến lên, nói: “Theo tôi thấy, thế gian này, hay là thôi đi.” Đối phương có chút tức giận, nói: “Bạn là phái nào? Liên quan gì đến bạn?” {0} đành phải rời đi. Việc bố thí diễn ra thuận lợi.
{0}直接走上去，与对方打了起来，但被信众阻止了。群众用异样的眼神看着{0}。布施中断了一会又顺利进行。	{0} trực tiếp tiến lên, đã đánh nhau với đối phương, nhưng bị tín đồ ngăn cản. Đám đông nhìn {0} với ánh mắt khác thường. Việc bố thí tạm dừng một chút rồi lại diễn ra thuận lợi.
{0}当着他们的面，开始大讲道法，想要吸引信众。但群众此时更需要的是布施的食物。布施顺利进行。	{0} đứng trước mặt họ, bắt đầu giảng đạo, muốn thu hút tín đồ. Nhưng lúc này đám đông cần hơn là thức ăn bố thí. Việc bố thí diễn ra thuận lợi.
{0}决定偷偷将其布施的食物替换成腐坏的食物。群众吃了之后，当场觉得不对劲。布施中断了。	{0} quyết định lén lút thay thức ăn bố thí thành thức ăn hỏng. Sau khi đám đông ăn vào, lập tức cảm thấy không ổn. Việc bố thí đã bị dừng lại.
{0}决定偷偷将其布施的食物替换成腐坏的食物。但是由于不够机灵，被抓了个现行。{0}被一脚踹到了树上。布施顺利进行。	{0} quyết định lén lút thay thức ăn bố thí thành thức ăn hỏng. Nhưng do không đủ khéo léo, đã bị bắt quả tang. {0} bị một cú đá đá lên cây. Việc bố thí diễn ra thuận lợi.
{0}拿了一些食物，也想要布施。但奈何没有充足的准备，无法与他们抗衡。布施顺利进行。	{0} cầm một ít thức ăn, cũng muốn bố thí. Nhưng tiếc rằng không có đủ chuẩn bị, không thể chống lại họ. Việc bố thí diễn ra thuận lợi.
{0}与对方私下沟通，小声说道：“今天要么就先这样吧，下次再布施怎么样？”并将灵石塞到他们手中。“看什么看？走了走了，今天到此为止。”对方当即决定回家。布施中断了。	{0} đã giao tiếp riêng với đối phương, nhỏ giọng nói: “Hôm nay hay là cứ như vậy đi, lần sau lại bố thí thế nào?” và nhét linh thạch vào tay họ. “Nhìn gì vậy? Đi thôi, hôm nay đến đây thôi.” Đối phương lập tức quyết định về nhà. Việc bố thí đã bị dừng lại.
{0}摸了摸口袋，并与门派沟通，发现连100灵石都没有。	{0} sờ vào túi, và giao tiếp với môn phái, phát hiện không có nổi 100 linh thạch.
{0}拿了一根棍子，准备直接攻击对方，然而他们信众众多，及时阻止了。群众看见了之后对我们表示不满，并心有不安。布施顺利进行。	{0} cầm một cây gậy, chuẩn bị tấn công đối phương, nhưng tín đồ của họ đông đảo, kịp thời ngăn cản. Đám đông nhìn thấy liền thể hiện sự không hài lòng với chúng tôi, và cảm thấy bất an. Việc bố thí diễn ra thuận lợi.
{0}拿了一块石头向对方砸了过去，但被其接住。“你们看看，这就是他们的作风！”群众对我们表示怀疑，并心有不安。布施顺利进行。	{0} cầm một viên đá ném về phía đối phương, nhưng bị họ bắt được. “Các ngươi xem, đây chính là phong cách của họ!” Đám đông nghi ngờ chúng tôi, và cảm thấy bất an. Việc bố thí diễn ra thuận lợi.
{0}看了一眼众弟子，好像没有谁比较特别，微微叹了口气。布施顺利进行。	{0} nhìn qua đám đệ tử, dường như không ai đặc biệt, thở dài một tiếng. Việc bố thí diễn ra thuận lợi.
每个性别的人类各	Mỗi giới tính Nhân loại một
男性人类	Nhân loại nam giới
女性人类	Nhân loại nữ giới
任意性别的人类	Nhân loại bất kỳ giới tính
%s%d个	%s%d cái
[SCHOOL]的弟子见到[NAME]，想起自家门派遭遇。虽有万般不满，但依然一脸笑容的上来拜见。	Đệ tử của [SCHOOL] khi nhìn thấy [NAME], nhớ lại những gì môn phái của họ đã trải qua. Dù rất bất mãn nhưng vẫn giữ nụ cười trên mặt và tiến lên chào hỏi.
说来令人生气，那日我与人斗法，才使出半招，就被人说偷学那西域的绝学。真的气煞我也……须知天下剑术起手无非就是那几种定式……不分辨清楚后续变化，又怎能武断下此结论？	Nói ra thật tức giận, hôm đó tôi đấu pháp với người ta, mới dùng nửa chiêu đã bị nói là học lén tuyệt học Tây Vực. Thật khiến tôi tức điên... Phải biết rằng kiếm thuật thiên hạ khởi đầu chẳng qua chỉ có vài loại định thức đó... không phân biệt rõ sự biến hóa tiếp theo, sao có thể võ đoán kết luận như vậy?
近日师弟总是催我快快突破境界，但突破境界兹事体大，怎能草率？我也只能说一句快了快了，真是苦恼。	Gần đây sư đệ cứ thúc giục tôi nhanh chóng đột phá cảnh giới, nhưng đột phá cảnh giới là chuyện lớn, sao có thể qua loa? Tôi chỉ có thể nói là sắp rồi, sắp rồi, thật là phiền não.
近日吾突然有所悟：修行之道，与他人而说，无论好坏毁誉，既不能掌握，亦皆为外物。道之所在，终尽归于自身。能无愧于心，便足矣。	Gần đây tôi đột nhiên có ngộ ra: Đạo tu hành, nói với người khác, bất kể tốt xấu hay khen chê, đều không thể nắm bắt, cũng đều là ngoại vật. Đạo ở đâu, cuối cùng cũng quy về bản thân. Có thể không thẹn với lòng, vậy là đủ.
没有……	Không có gì cả...
前几日看见派中有人在演练《先天甲乙木神阵》，先天木灵界展开后，真让人身心俱新。	Mấy ngày trước nhìn thấy có người trong môn phái đang luyện trận pháp 《Tiên Thiên Giáp Ất Mộc Thần Trận》，sau khi mở ra Tiên Thiên Mộc Linh Giới, thực sự khiến thân tâm tươi mới.
前几日看见派中有人在演练《诸天六御行法仪轨》，以阵法布下诸天六御清灵胜境后，竟然让人全身灵息充沛，端的神奇。	Mấy ngày trước nhìn thấy có người trong môn phái đang luyện 《Chư Thiên Lục Ngự Hành Pháp Nghi Quỹ》，sau khi bố trí trận pháp, tạo ra cảnh giới thanh linh thắng cảnh của Lục Ngự Chư Thiên, quả thật khiến linh khí toàn thân tràn đầy, thật kỳ diệu.
前几日看见派中有人在演练《真凰羽剑阵》，涅槃之法真有绝境逆转的玄妙。	Mấy ngày trước nhìn thấy có người trong môn phái đang luyện trận pháp 《Chân Hoàng Vũ Kiếm Trận》，pháp môn Niết Bàn quả thật có huyền diệu nghịch chuyển tuyệt cảnh.
前几日看见派中有人在演练《阴阳二行神阵》，阵法灵动变化如天马行空，真是无迹可寻。	Mấy ngày trước nhìn thấy có người trong môn phái đang luyện trận pháp 《Âm Dương Nhị Hành Thần Trận》，trận pháp linh động biến hóa như thiên mã hành không, thực sự không thể lần ra dấu vết.
前几日看见派中有人在演练《天地五方不灭阵》，天地五方不灭界笼罩之下，真是万法辟易。	Mấy ngày trước nhìn thấy có người trong môn phái đang luyện trận pháp 《Thiên Địa Ngũ Phương Bất Diệt Trận》，dưới sự bao phủ của Thiên Địa Ngũ Phương Bất Diệt Giới, quả thực vạn pháp đều bị áp chế.
前几日看见派中有人在演练《八门玄金天劫剑阵》，阵法生门死门变化间，真是攻守皆备。	Mấy ngày trước nhìn thấy có người trong môn phái đang luyện trận pháp 《Bát Môn Huyền Kim Thiên Kiếp Kiếm Trận》，trong sự biến đổi giữa sinh môn và tử môn của trận pháp, quả thật công thủ đều chuẩn bị kỹ càng.
前几日看见派中有人在演练《五峰镇归墟》，五峰御界笼罩之下，真可谓坚若磐石……	Mấy ngày trước nhìn thấy có người trong môn phái đang luyện 《Ngũ Phong Trấn Quy Hư》，dưới sự bao phủ của Ngũ Phong Ngự Giới, quả nhiên vững chắc như bàn thạch…
前几日看见派中有人在演练《九御赋龙形阵》，龙魂裂神法远看之下亦让人生出神魂动摇之感，真是凌厉非常。	Mấy ngày trước nhìn thấy có người trong môn phái đang luyện trận pháp 《Cửu Ngự Phú Long Hình Trận》，pháp môn Long Hồn Liệt Thần nhìn từ xa cũng khiến người ta sinh ra cảm giác thần hồn dao động, thật sự vô cùng sắc bén.
前几日看见派中有人在演练《北斗真武戮魔大阵》，北斗破妄的秘术竟有洞穿万物之威，真乃无上仙阵。	Mấy ngày trước nhìn thấy có người trong môn phái đang luyện trận pháp 《Bắc Đẩu Chân Vũ Lục Ma Đại Trận》，bí thuật phá vọng của Bắc Đẩu quả thật có uy lực xuyên thấu vạn vật, thực là trận pháp tiên thượng vô song.
前几日看见派中有人在演练《诛仙剑阵》，四剑齐发之下万物灰灰，不愧是太古第一杀阵。	Mấy ngày trước nhìn thấy có người trong môn phái đang luyện trận pháp 《Tru Tiên Kiếm Trận》，bốn kiếm cùng phát khiến vạn vật hóa thành tro bụi, không hổ danh là trận pháp sát thủ số một thời Thái Cổ.
前几日看见派中有人在演练《三阴三绝阵》，以纯阴之力御法，竟有如此威力，让人叹为观止。	Mấy ngày trước nhìn thấy có người trong môn phái đang luyện trận pháp 《Tam Âm Tam Tuyệt Trận》，sử dụng lực thuần âm để điều khiển pháp thuật, không ngờ lại có uy lực như vậy, khiến người ta phải thán phục.
别说话，静心。	Đừng nói gì, tĩnh tâm.
%d岁以下的%s	%s dưới %d tuổi
%d岁以下的	Dưới %d tuổi
我方在{1}的赈灾贡献提高了{0}点。	Đóng góp cứu trợ thiên tai của chúng ta tại {1} đã tăng thêm {0} điểm.
[SCHOOL]的弟子见到[NAME]连忙上来拜见，[NAME]心情不错，顺手指点了这些晚辈一些修为上的事。分别时，[SCHOOL]的弟子恭敬的邀请你来他们门派做客。	Đệ tử của [SCHOOL] khi nhìn thấy [NAME] liền nhanh chóng tiến lên chào hỏi, [NAME] tâm trạng tốt, tiện tay chỉ dạy họ một vài điều về tu luyện. Khi chia tay, đệ tử của [SCHOOL] kính cẩn mời [NAME] đến thăm môn phái của họ.
[NAME]果然察觉到此处有宝物的气息，也许是机缘所致，他轻易的找到了宝贝。	[NAME] quả nhiên cảm nhận được khí tức bảo vật tại nơi này, có lẽ là cơ duyên, nên dễ dàng tìm được bảo vật.
[NAME]果然察觉到此处有宝物的气息，但是几经搜索都找不到头绪，只能无奈放弃。	[NAME] quả nhiên cảm nhận được nơi đây có khí tức của bảo vật, nhưng sau nhiều lần tìm kiếm vẫn không tìm ra manh mối, đành phải bất lực từ bỏ.
[NAME]和[SCHOOL]的弟子热情的交谈，双方一起到附近有名的酒楼畅饮一番。临分别时，[SCHOOL]的弟子硬是送了你一些当地特产的礼物，并邀请你有空再来[SCHOOL]转转。	[NAME] và đệ tử của [SCHOOL] trò chuyện vui vẻ, cả hai cùng đến một tửu lâu nổi tiếng gần đó để uống rượu. Khi chia tay, đệ tử của [SCHOOL] tặng bạn một số đặc sản địa phương và mời bạn ghé thăm [SCHOOL] khi có thời gian.
上午	Buổi sáng
个	cái
中午	Buổi trưa
下午	Buổi chiều
晚上	Buổi tối
[NAME]和[SCHOOL]的弟子打了声招呼，大家在路边聊了聊修行界最近发生的趣事，并约好下次互相拜访。	[NAME] chào hỏi đệ tử của [SCHOOL], cả hai trò chuyện về những chuyện thú vị gần đây trong giới tu luyện, và hẹn lần sau sẽ thăm hỏi nhau.
