ID	Name	Desc
200188	Hách Môn Lĩnh Tụ	[NAME] là lãnh đạo của Hắc Môn, dưới tay có hàng vạn đệ tử, thế lực hùng mạnh.
200189	Đa Bảo Đồng Tử	[NAME] kiếp trước là một đệ tử của Thái Thượng, sau khi vào thế gian tái sinh trong một gia đình thợ thủ công, từ nhỏ đã nhận được sự ưu ái của số phận, có kỹ năng biến phế thành thần khí. Qua sự cải tạo của hắn, cho dù là những thứ nhìn có vẻ vô dụng cũng có thể phát huy tác dụng kỳ diệu.
200190	Hách Môn Đệ Tử	[NAME] là một trong những đệ tử xuất sắc nhất của Hắc Môn, theo lãnh đạo Hắc Môn chinh phạt khắp nơi, lập được nhiều công lao.
200191	Thiên Kim Chi Thể	[NAME] là công chúa đến từ Phong Thiên, nhưng từ nhỏ đã có một giấc mơ giang hồ, không hài lòng với cuộc sống của một tiểu thư giàu có. Vì vậy, nàng sẵn sàng chịu đựng gian khổ để rèn luyện bản thân.
200192	Hách Môn Đệ Tử	[NAME] là một trong những đệ tử xuất sắc nhất của Hắc Môn, theo lãnh đạo Hắc Môn chinh phạt khắp nơi, lập được nhiều công lao.
200193	Đạo Tâm Chuyển Thế	[NAME] là hóa thân của tiên nhân cổ đại, tự nhiên có tâm đạo phi phàm, là hạt giống tu đạo bẩm sinh.
200194	Thượng Thanh Truyện Nhân	[NAME] trưởng thành, dưới sự dẫn dắt của ký ức kiếp trước, quay trở lại tiên môn, phục hồi danh tính truyền nhân của Thượng Thanh. Mang trong mình di sản Thượng Thanh, [NAME] quyết tâm phục hồi vinh quang của Thiên Tôn.
200195	Tiên Nữ Hạ Phàm	[NAME] là một tiên nữ từ trên trời xuống trần gian tu luyện, nổi danh với vẻ đẹp và vòng một quyến rũ. Trước đây là một tuyển thủ kỹ thuật, sau đó trở thành một bình luận viên game. Những trải nghiệm này đã khiến nàng tràn đầy tinh thần phiêu lưu.
200196	Diệu Thủ Hành Thiên Hạ	[NAME] sau đó lên chiến trường trở thành một quân y, y thuật xuất sắc, được gọi là quân y số một, sử dụng y thuật xuất sắc cứu sống vô số sinh mạng. Tính cách hoạt bát, tốt bụng và lạc quan của [NAME] khiến nàng có nhiều bạn bè xung quanh, ở đâu cũng có thể kết bạn với một nhóm bạn tốt, được gọi là "kho giao tiếp". Trong một trải nghiệm bất ngờ, [NAME] đã xuyên không đến thế giới tu tiên, không biết những trải nghiệm nào đang chờ đợi nàng?
200197	Bách Luyện Chi Can	[NAME] vốn là một lá gan ngây thơ, vì chủ nhân của cơ thể thường xuyên thức khuya, đã thành công luyện thành "gan trăm luyện" và có ý thức. Đáng tiếc là chủ nhân trong một lần nhập định không may tiêu hao hết tuổi thọ, buộc phải bay lên, chỉ để lại xác tiên, "gan trăm luyện" đã thoát ra và hình thành thân thể. Nhìn thấy linh hồn của chủ nhân bay lên, hắn vô cùng khao khát, vì vậy gọi mình là-- "Phi Vũ Tiên Cuồng".
200198	Ma Tu Chi Tổ	[NAME] nguyên thân từng mở ra một dòng đạo thống "ma tu", thu hút nhiều người theo, rất hiểu cách xử lý sự việc. Hiểu rõ sở thích của các bậc đại năng trong các môn phái, nhiệt tình hiếu khách, thường mời các ngươi tiên đến môn phái làm khách, đãi họ bằng phòng xông hơi, cực lạc đan, nhà ở sang trọng. Khi các ngươi tiên hài lòng ra về, cũng sẽ để lại một số đồ vật bên mình làm quà tặng. \n Do môn phái đang cần phát triển, với tư cách là người đứng đầu, [NAME] nguyên thân cũng sẽ tự mình đến các môn phái lớn mượn một số vật liệu để phát triển và xây dựng môn phái, ước mơ lớn nhất của hắn là môn phái có thể phục hồi, trở thành trụ cột trong giới tu tiên. [NAME] cũng kế thừa niềm tin của nguyên thân mình.
300001	Đại Năng Điểm Hóa	[NAME] vốn là một [ITEM], lẽ ra phải phát huy công dụng mà tiêu vong. Nhưng [NAME] gặp được cơ duyên, vào [TIME] được [TNAME] điểm hóa mà thông linh, thức tỉnh ý thức của bản thân, trở thành tinh quái.
300002	Thiên Địa Thông Linh	[NAME] vốn là một [ITEM], lẽ ra phải phát huy công dụng mà tiêu vong. Nhưng [NAME] gặp được cơ duyên, vào [TIME] trong một cơn bão sấm sét tình cờ có được linh cơ từ trời đất, không ngờ thức tỉnh ý thức của bản thân, trở thành tinh quái.
300003	Thiên Địa Thông Linh	[NAME] vốn là một [ITEM], lẽ ra phải phát huy công dụng mà tiêu vong. Nhưng [NAME] gặp được cơ duyên, vào [TIME] trong một cơn sương mù tình cờ có được linh cơ từ trời đất, không ngờ thức tỉnh ý thức của bản thân, trở thành tinh quái.
300004	Thiên Địa Thông Linh	[NAME] vốn là một [ITEM], lẽ ra phải phát huy công dụng mà tiêu vong. Nhưng [NAME] gặp được cơ duyên, vào [TIME] trong một cơn mưa lớn tình cờ có được linh cơ từ trời đất, không ngờ thức tỉnh ý thức của bản thân, trở thành tinh quái.
300005	Thiên Địa Thông Linh	[NAME] vốn là một [ITEM], lẽ ra phải phát huy công dụng mà tiêu vong. Nhưng [NAME] gặp được cơ duyên, vào [TIME] trong một cơn gió lửa tình cờ có được linh cơ từ trời đất, không ngờ thức tỉnh ý thức của bản thân, trở thành tinh quái.
300006	Thiên Địa Thông Linh	[NAME] vốn là một [ITEM], lẽ ra phải phát huy công dụng mà tiêu vong. Nhưng [NAME] gặp được cơ duyên, vào [TIME] trong một cơn bão cát tình cờ có được linh cơ từ trời đất, không ngờ thức tỉnh ý thức của bản thân, trở thành tinh quái.
300007	Thiên Địa Thông Linh	[NAME] vốn là một [ITEM], lẽ ra phải phát huy công dụng mà tiêu vong. Nhưng [NAME] gặp được cơ duyên, vào [TIME] trong một lần bùng nổ linh khí tình cờ có được linh cơ từ trời đất, không ngờ thức tỉnh ý thức của bản thân, trở thành tinh quái.
300008	Linh Tính Giác Tỉnh	[NAME] vốn là một [ITEM], lẽ ra phải phát huy công dụng mà tiêu vong. Nhưng [NAME] gặp được cơ duyên, bên cạnh [TNAME] lâu ngày tích lũy linh tính, không ngờ vào [TIME] tình cờ thức tỉnh ý thức của bản thân, trở thành tinh quái.
300009	Đan Dược Thành Linh	Nguyên thân của [NAME] là đan dược, khi lần đầu tiên sử dụng linh đan dược phẩm sẽ không phát sinh tính kháng thuốc.
300010	Xan Thực Thành Linh	Nguyên thân của [NAME] là thức ăn, hắn bẩm sinh đã có khả năng hấp thụ linh khí rất cao.
300011	Huyền Phách Thành Linh	Nguyên thân của [NAME] là huyền bồ, trong quá trình thanh thuần và linh thuần, tỷ lệ thành công tăng gấp đôi.
300012	Linh Thạch Thành Linh	Nguyên thân của [NAME] là linh thạch, hắn bẩm sinh đã có nhiều linh khí hơn.
300013	Phù Chú Thành Linh	Nguyên thân của [NAME] là phù chú, khi đeo phù chú, có thể đeo thêm một tấm phù chú nữa.
300014	Trang Bị Thành Linh	Nguyên thân của [NAME] là trang bị, khi mặc trang bị, hiệu quả của trang bị tăng gấp đôi.
300015	Trấn Vật Thành Linh	Nguyên thân của [NAME] là vật trấn phong thủy, khi bị ảnh hưởng bởi vật trấn phong thủy, hiệu quả tăng gấp đôi.
300016	Vật Tài Thành Linh	Nguyên thân của [NAME] là [ITEM], [NAME] có thể thông qua việc nuốt [ITEM] để trưởng thành.
300017	Pháp Bảo Thành Linh	Nguyên thân của [NAME] là pháp bảo, [NAME] điều khiển pháp bảo càng thêm thuần thục.
300018	Kiến Trúc Thành Linh	Nguyên thân của [NAME] là kiến trúc, [NAME] có thể thông qua việc sử dụng các loại vật liệu xây dựng để tái tạo thân thể.
300019	Thảo Mộc Thành Linh	Nguyên thân của [NAME] là cỏ cây, [NAME] mỗi ngày đều đang tiếp tục và chậm rãi phát triển.
300020	Phàm Vật Thành Linh	Nguyên thân của [NAME] không có gì đáng kể, rất bình thường, nhưng dù vậy, hắn vẫn có được cơ duyên thông linh, có thể nói là vận khí cực kỳ tốt.
300022	Tạo Hóa Tố Thể	Thân thể của [NAME] được hình thành từ việc sử dụng Ngọc Tạo Hóa để thi triển pháp lực, vì vậy [NAME] có được thân thể gần như hoàn mỹ. Điều này không thể không nói là một cơ duyên hiếm có.
310001	Yêu Tộc Hóa Hình	Hình thành từ yêu quái.
310002	Đoạt Xá Hóa Hình	Đoạt xác yêu tộc, sau đó hóa hình.
400000	Hùng Yêu Hóa Hình	Nguyên thân của [NAME] là yêu quái gấu, bẩm sinh lười biếng, nhưng bốn chi phát triển mạnh, giỏi chiến đấu, thân thể khỏe mạnh khiến hắn không sợ lạnh và các loại sát thương ngũ hành.
400001	Thỏ Yêu Hóa Hình	Nguyên thân của [NAME] là yêu quái thỏ, có thính giác nhạy bén, phản ứng cực nhanh, tư duy linh hoạt. Nhưng bẩm sinh nhát gan, không thích giao tiếp, tâm lý nóng vội.
400002	Kê Yêu Hóa Hình	[NAME] có nguyên hình là một con gà yêu, tự nhiên ít ngủ, rất chăm chỉ, tu luyện nhanh hơn. Cuộc sống tập thể giúp nó trở nên giỏi giao tiếp hơn.
400003	Lang Yêu Hóa Hình	[NAME] có nguyên hình là một con sói yêu, nó xảo quyệt và kiên cường, giỏi săn bắn và chiến đấu.
400004	Xà Yêu Hóa Hình	[NAME] có nguyên hình là một con rắn yêu, có giác quan nhạy bén, nhanh như điện. Đồng thời, thính giác của nó rất yếu, vị giác nhạy bén, rất sợ lửa. Thời cổ đại, những người tu luyện rắn yêu muốn tôi luyện cơ thể hóa hình thành rồng, đã bị tộc rồng đàn áp, vì vậy gần như bị tuyệt chủng, không để lại gì về bí quyết luyện thể.
400005	Trư Yêu Hóa Hình	[NAME] có nguyên hình là một con heo yêu, cơ thể khỏe mạnh, ăn rất nhiều, hoang dã và hung bạo, giỏi chuyển hóa thức ăn thành tinh nguyên. Nhưng thiếu linh tính, trí tuệ khá thấp.
400006	Oa Yêu Hóa Hình	[NAME] có nguyên hình là một con ếch yêu, có khả năng thích nghi rất mạnh. Lớp da của nó tiết ra dịch nhờn có lợi cho hầu hết các loại vết thương, và kích thước nhỏ bé của nó giúp nó giỏi trong việc chế tạo đan dược.
400007	Quy Yêu Hóa Hình	[NAME] có nguyên hình là một con rùa yêu, hành động chậm chạp, nhưng sống lâu, tâm trạng tốt và rất giỏi tự bảo vệ.
400008	Miêu Yêu Hóa Hình	[NAME] có nguyên hình là một con mèo yêu, nó không muốn làm bất kỳ công việc nặng nhọc nào, nhưng rất linh hoạt và cuốn hút, giỏi trong việc ẩn náu hành tung, tiềm năng xuất sắc.
400009	Hổ Yêu Hóa Hình	[NAME] có nguyên hình là một con hổ yêu, nó là vua của muôn thú, rất có tính tấn công.
400010	Ngưu Yêu Hóa Hình	[NAME] có nguyên hình là một con bò yêu, bò chăm chỉ và hiền lành, tính cách ổn trọng, rất khỏe mạnh, giỏi trong nông nghiệp. Đồng thời, hệ thống tiêu hóa độc đáo của nó giúp nó hiểu biết về tính chất của thảo dược vượt trội hơn người khác.
400011	Mạch Yêu Hóa Hình	[NAME] có nguyên hình là một con mộc yêu, dáng vẻ ngốc nghếch, vừa nghịch ngợm vừa lười biếng. Cơ thể của nó hòa hợp với âm dương, có một số lợi ích cho việc tu luyện.
210001	Trộm Trời Chuyển Thế	[NAME] sinh ra vào thời kỳ mạt pháp, từ nhỏ được thợ săn nuôi dưỡng, nhờ cơ duyên mà bắt đầu tu hành; khi trưởng thành, [NAME] du hành khắp nơi, trừ ma vệ đạo, được người đời tôn xưng là "Đoạt Thiên Đạo Nhân".\nSau hàng trăm năm, [NAME] dựa vào tàn pháp thượng cổ khéo léo đoạt thiên cơ, tiêu hao dương thọ để hoàn thành phá cảnh; tuy nhiên sau khi vượt qua thiên kiếp thành công, [NAME] không phi thăng mà tự sáng tạo một phái mới, thu nhận rộng rãi môn đồ, nhằm phục hồi linh khí, lợi ích cho chúng sinh.\nCuối cùng, sau thất bại trong lần thứ tư Chân Tiên Kiếp, tu vi tan biến, mệnh cũng không còn lâu; một vị thần tu không muốn người có đại công đức như vậy tiêu tan, đã dốc hết công lực cả đời, trợ giúp [NAME] luân hồi chuyển sinh.
210002	Tiền Thế Vị Tận	Sau khi chuyển thế, [NAME] vẫn còn lưu lại một phần ký ức kiếp trước nhưng rất mờ nhạt, thường cảm thấy thế giới này không giống với thế giới trước kia.\nKhi trưởng thành, vì cư xử khoan hậu và thông minh hơn người, [NAME] nổi tiếng khắp vùng, được trưởng lão của môn phái Thái Nhất thu nhận vào Môn phái.\nQuay trở lại đạo môn giúp [NAME] khôi phục một phần ký ức, nhờ tài năng xuất chúng, [NAME] nhanh chóng nổi bật trong Môn phái.
210003	Thế Giới Vạn Yêu	[NAME] thân thế không rõ, thuở nhỏ trong đầu thường lóe lên những cảnh tượng dị thế, mơ hồ có thể nhớ lại kiếp trước bản thân đang cầm một chiếc hộp sắt phát sáng tỉ mỉ xoa xoa, đột nhiên xuất hiện một tấm ngọc giản hút mình vào, mới đến được thế giới này.  
      Những ký ức kiếp trước như bọt bóng mộng ảo quấy nhiễu bản thân, khiến [NAME] dù tư chất hơn người, các kỹ năng vô cùng thành thạo, nhưng cũng khó mà tĩnh tâm tu luyện, không thể bước vào Tiên môn ở tuổi thanh xuân.  
      Dù vậy, trong thời đại Vạn Yêu này, [NAME] sinh ra đã biết mọi chuyện vẫn được tông môn coi là tia hy vọng cuối cùng của thời mạt pháp.
210004	Truyền thuyết Tam Giới	Nhờ ngày đêm khổ luyện không ngừng cùng trí thông minh thiên bẩm, [NAME] trưởng thành nhanh chóng, chỉ trong vài năm đã trở thành cao thủ số một trong tông môn. Từ đó [NAME] dẫn đầu một đội ngũ tinh nhuệ, nhiều lần đột nhập lãnh địa Yêu Tộc, trừ ma diệt yêu, dần trở thành trụ cột của giới tu tiên...\nTrong một trận chiến ác liệt với Yêu Vương, do chuyên tâm khắc chế địch, [NAME] đã bất ngờ đột phá bế tắc tu vi do tâm cảnh bất an từ lâu! Sau đó, [NAME] đạt tới cảnh giới đỉnh cao, một kiếm Nhất Kiếm vung ra, trong chớp mắt chém rơi thập phương Yêu Vương, tàn yêu đều tháo chạy, từ đó thế giới Vạn Yêu đi vào kết thúc, [NAME] cũng trở thành huyền thoại được thế nhân ngưỡng mộ.\nVài ngày sau, [NAME] dựa vào cảnh giới tối cao dễ dàng vượt qua Cửu Trọng Thiên Kiếp, trong khí tàn của thiên kiếp, [NAME] cảm nhận được một thế giới khác cũng đang gặp kiếp nạn, bèn âm thầm quyết tâm, đợi khi sự việc nơi đây xong xuôi sẽ lên đường tương trợ..


